Productcode;Barcode;Artikelcode;Productcode leverancier;Tags;Grading
150990016;4251388618998;FSB72-GR;FSB72-GR;Stootrand, Grading, Damaged;Beschadiging - twee keer dezelfde deur kant geleverd – product niet compleet – kan niet in elkaar worden gezet| Damage – two doors of the same side delivered – product incomplete – cannot be assembled| ??? – ?? ????? ????? ?? ??? ?????? – ?????? ??? ????? – ?? ???? ??????
150990424;4251388617465;FSR100-W;FSR100-W;Stootrand, Grading;Controleer product op beschadiging door diepe krassen en gebroken hout | Check product for damage due to deep scratches and broken wood | ???? ?? ?????? ????? ?? ??? ???? ???? ????? ???? ?????
150991263;4251388605196;FSR62-W;FSR62-W;Grading;Beschadiging – product is niet compleet| Damage – product is not complete| ????? – ?????? ??? ????
150991293;4251388609736;FSR74-W;FSR74-W;Grading;Product is niet compleet – verkeerde onderdelen geleverd – beschadigd| Product is not complete – wrong parts delivered – damaged| ?????? ??? ???? – ?? ????? ????? ????? – ????
150991460;4251388610725;FSR79-W;FSR79-W;Stootrand, Grading;Beschadigd + Gebroken panelen | Damaged or broken panel |
150991523;4251388611425;OGS28-HG;OGS28-HG;Grading;Product is niet compleet – kan niet in elkaar worden gezet| Product is incomplete – cannot be assembled| ?????? ??? ????? – ?? ???? ??????
150992794;4251388627006;FKW79-HG;FKW79-HG;Grading;Product is niet compleet – onderdeel kapot| Product is not complete – part broken| ?????? ??? ???? – ??? ?????
150992827;4251388607251;FRG129-W;FRG129-W;Stootrand, Grading;Spiegel is helemaal kapot/gebroken| Mirror is completely broken| ?????? ??????/?????? ???????
150993221;4251388601907;FST50-DGX2;FST50-DGX2;Grading;Onmogelijk om de stoel in elkaar te schroeven - de gaten voor het bevestigen van de stoel komen niet overeen met de gaten in het metalen kruis hierboven – product is niet compleet| Impossible to screw the chair together - the holes for fixing the chair do not match the holes in the metal cross above – product is not complete| ?? ???????? ??? ?????? ???? - ????? ????? ?????? ?? ?????? ?? ??????? ???????? ?? ?????? ??????? ????? - ?????? ??? ?????|
150993301;4251388600801;FWT17-SCH;FWT17-SCH;Grading, Damaged;Planken zijn gebogen – product is niet compleet – product is erg beschadigd| Planks are bent – product is not complete – product is badly damaged| ??????? ????? – ?????? ??? ????? – ?????? ???? ????
150993351;4251388613894;FKW102-WN;FKW102-WN;Grading;aneel gebroken, planken kapot, onderdelen missen, beschadiging, scheuren in hout | panel broken, shelves broken, parts missing, damage, cracks in wood | ?????? ??????? ?????? ??????? ??????? ??????? ???? ?????? ?? ?????
150993406;4251388602966;FKW45-WN;FKW45-WN;Grading;Product is niet compleet – beschadigd| Product is not complete – damaged| ?????? ??? ???? – ????
150993412;4251388607060;FKW46-WN;FKW46-WN;Grading;onderdeel gebroken, belangrijk onderdeel ontbreekt, schroeven passen niet, doos beschadigd | part broken, important part missing, screws do not fit, box damaged | ??? ?????? ??? ??? ?????? ??????? ?? ?????? ??????? ????
150993436;4251388614372;KMB32-HG;KMB32-HG;Grading;Product is niet compleet (geen schroeven) – scheuren en krassen in de panelen – product is al een keer in elkaar gezet waardoor die niet nog  een keer in elkaar gezet kan worden| Product is not complete (no screws) – cracks and scratches in the panels – product has already been assembled once so it cannot be assembled again| ?????? ??? ????? (?? ???? ??????) - ???? ????? ?? ??????? - ?? ????? ?????? ?????? ??? ????? ???? ?? ???? ?????? ??? ????
150993440;4251388613917;KMB32-W;KMB32-W;Grading;Product is niet compleet (geen schroeven) – scheuren en krassen in de panelen – product is al een keer in elkaar gezet waardoor die niet nog  een keer in elkaar gezet kan worden| Product is not complete (no screws) – cracks and scratches in the panels – product has already been assembled once so it cannot be assembled again| ?????? ??? ????? (?? ???? ??????) - ???? ????? ?? ??????? - ?? ????? ?????? ?????? ??? ????? ???? ?? ???? ?????? ??? ????
150993447;4251388614747;KMB34-W;KMB34-W;Grading, Damaged;Product niet compleet (geen manden) – hout is erg beschadigd| Product not complete (no baskets) – wood is badly damaged| ?????? ??? ????? (?? ???? ????) - ????? ???? ????
150993461;4251388614761;KMB35-W;KMB35-W;Grading;Product beschadigd – product niet compleet| Product damaged – product not complete| ?????? ???? – ?????? ??? ?????
151003126;4251388613412;BZR35-W;BZR35-W;Grading;Product beschadigd – product niet compleet| Product damaged – product not complete| ?????? ???? – ?????? ??? ?????
151003142;4251388618875;BZR63-PF;BZR63-PF;Grading;Hoek van deurtje gebroken – kastje is al eens in elkaar gezet de schroefgaatjes zijn al gebruikt, waardoor de schroefjes niet meer passen – product niet compleet – onderdelen beschadigd waardoor het kastje niet in elkaar gezet kan worden|Corner of door broken – cabinet has already been assembled once, the screw holes have already been used, so the screws no longer fit – product not complete – parts damaged so the cabinet cannot be assembled|????? ????? ?????? - ?? ????? ??????? ?????? ??? ?????? ??? ??????? ????? ??????? ??????? ???????? ?? ??? ??????? ?????? - ?????? ??? ????? - ??????? ????? ???????? ?? ???? ????? ???????
151203581;8719992944859, 2950011254849;;;Grading;Controleer product op defect en beschadiging doordat het niet oplaadt, niet werkt en onderdelen beschadigd en gebruikt zijn met krassen en gebroken delen. | Check product for defect and damage as it does not charge, does not work and parts are damaged and used with scratches and broken pieces. | ???? ?? ?????? ????? ??? ???? ??? ??? ?? ???? ??? ???? ????? ????? ????? ???????? ?? ???? ?????? ??????.
151204649;8720195259794, 2950038635836;;;Palletzending, Grading;Deuken in metaal | Dents in metal
151204657;8720254661346, 2950021778540;;;Grading;HDMI uitgang is defect – product niet compleet – product werkt niet| HDMI output is defective – product is incomplete – product does not work| ???? HDMI ???? – ?????? ??? ????? – ?????? ?? ????
151304568;8720256940463, 2950045145984;;;Grading;Product geeft een foutmelding – product werkt niet|  Product gives an error message – product does not work| ???? ?????? ????? ??? – ?????? ?? ????
151316048;8711252193359;;;Grading;Grilplaat bestaat uit 1 deel !, bevestiging materiaal
151436846;4251388624579;FKW75-SCH;FKW75-SCH;Grading;De deur heeft geen voorgevormde gaten om het scharnier te bevestigen| The door does not have pre-punched holes to attach the hinge| ?? ????? ????? ??? ????? ?????? ?????? ???? ???????
151436891;4251388628959;OGS48-MIx2;OGS48-MIx2;Grading;Bij het ligbed is de naad een stukje los - de rugleuning kan niet naar beneden - zonnedak is niet te monteren bij 1 stoel| The seam of the lounge chair is coming apart – the backrest cannot be lowered – the sunshade cannot be attached to one of the chairs| ??????? ?? ???? ????????? ?????? – ???? ????? ?? ???? ???? – ?? ???? ????? ???? ????? ??? ??? ???????
151437262;4251388606483;FSR25-HG;FSR25-HG;Grading;Het product was al eerder deels in elkaar gezet – er ontbreken onderdelen en er zijn onderdelen verbogen schoenenkastje kan hierdoor niet in elkaar gezet worden| The product was previously partially assembled - parts are missing and parts are bent, the shoe cabinet cannot be assembled because of this| ?? ????? ?????? ?????? ?? ?????? - ??????? ?????? ???????? ??????? ??? ???? ????? ????? ??????? ???? ???
151437297;4251388601228;FWT40-WN;FWT40-WN;Grading;handleiding ontbreekt, poot gespleten, markering op plaat, schroefzakjes leeg, hoeken tafelplaten beschadigd, topplaat beschadigd | manual missing, leg split, mark on panel, screw bags empty, table corners damaged, top panel damaged | ???? ????????? ?????? ????? ??????? ????? ??? ??????? ????? ??????? ?????? ????? ??????? ?????? ?????? ??????? ?????
151599691;8719992433742;433742;433742, 2950029356375;Omdoos, Grading;In lage toeren gaat hij steeds langzamer en in hoge toeren valt hij gewoonweg uit – blender gaat niet aan – de glazen kan is kapot| At low speeds, it keeps slowing down, and at high speeds, it simply shuts off – blender does not turn on – the glass jar is broken| ??? ??????? ????????? ????? ?? ???????? ???? ??????? ???????? ????? ?????? – ?????? ?? ???? – ??????? ??????? ?????.
151599699;8719992433964;433964;2950038421699;Palletzending, Grading;De band start niet - de beugel, kan niet uitklappen, lijkt verkeerd vast te zitten – hartslagmeter doet het niet - Beeldscherm gaat aan maar de toetsen werken niet – product is niet compleet| The treadmill does not start – the bracket cannot unfold, seems to be incorrectly attached – heart rate monitor is not working – display turns on but the buttons do not work – product is incomplete| ???? ????? ?? ???? – ?????? ?? ???? ????? ???? ?????? ???? ???? – ???? ???? ????? ?? ???? – ?????? ???? ??? ??????? ?? ???? – ?????? ??? ?????.
151675554;8720195258896, 2950032741991;2950032741991;KB799;Grading;Product werkt niet naar behoren| The product does not work properly| ?????? ?? ???? ???? ????.
151675626;8720828027479;2950038036060;2950038036060;Grading;lamp doet het niet, koffer sluit niet, sluitclips ontbreken, accu laadt niet volledig, zaklamp defect, plastic doos kapot, product incompleet | lamp not working, case won’t close, clips missing, battery not fully charging, flashlight broken, plastic case damaged, product incomplete | ??????? ?? ????? ??????? ?? ????? ??????? ??????? ???????? ?? ???? ???????? ??????? ?????? ????? ??????? ?????????? ????? ?????? ??? ?????
151675634;8720195259770, 2950038635737;2950038635737;2950038635737;Palletzending, Opvulling, Grading, Damaged;Onderdelen kapot – vuurvaste schaal is gebarsten – product is heel erg beschadigd| Parts are broken – the fireproof dish is cracked – the product is very damaged| ??????? ?????? – ????? ??????? ?????? ????? – ?????? ???? ????.
151684430;8717479001064;WEM1035;WEM1035;Grading, Damaged;Apparaat gaat niet aan| The device does not turn on| ?????? ?? ????.
151689401;5706751072215, 2950041989254;DAB-36 LW;DAB-36 LW;Grading;Geen DAB ontvangst en fm stoort enorm – apparaat gaat niet aan| No DAB reception and FM is heavily distorted – device doesn’t turn on| ?? ???? ??????? DAB ?FM ???? ?????? – ?????? ?? ????
151700232;8720195259022, 2950032782383;KB4008;KB4008;Grading;| Binnenkant apparaat defect, vonkt bij aansluiten, Twee deuken aan de hendel, Hendel springt terug, apparaat werkt niet | Internal part defective, sparks when plugged in, Two dents on the handle, Handle springs back, device does not work | ????? ??????? ?????? ????? ???? ??? ??? ??????? ?????????? ???????? ??? ??????? ?????? ???? ??????? ?????? ?? ???? |
151711811;0033616043871, 01435401;GY10010SL;GY10010SL;Grading;Sensor werkt niet, waardoor de klep niet open gaat| The sensor is not working, causing the flap to not open| ?????? ?? ????? ??? ????? ?? ??? ??? ???????
151723994;8720726337021, 2950027569753;8720726337021;8720726337021;Grading;Laad niet op – gaat niet aan – hij doet het maar 5 minuten – accu is slecht - Wanneer er druk wordt toegepast stopt het apparaat| Does not charge – does not turn on – only works for 5 minutes – battery is bad – when pressure is applied, the device stops| ?? ???? – ?? ???? – ???? ??? ???? 5 ????? – ???????? ???? – ??? ????? ??? ?????? ????? ?? ?????
151724019;8720726337250, 2950027569722;8720726337250;8720726337250;Grading;Rits bewaarhoes + scheuren? | Zipper of the storage cover + any tears? | ????? ???? ??????? + ?? ???? ???????
151724029;8720726337212;8720726337212;8720726337212;Grading;De houder voor de zitting aan de rugleuning is kapot het plastic is in 2 stukken - de zitting van de stoel is los. het scharnier is compleet afgebroken -stoel kan niet gebruikt worden| The seat support attached to the backrest is broken – the plastic is in two pieces. The seat of the chair is loose – the hinge is completely broken off. The chair cannot be used| ???? ?????? ?????? ????? ????? ????? – ????????? ????? ??? ??????. ???? ?????? ????? – ??????? ?????? ??????. ?? ???? ??????? ??????.
151724052;8720726337359;8720726337359;8720726337359;Stootrand, Grading;Stoel gescheurd of schade - chair broken - ???? ???? ?? ????
151724076;8720726337434;8720726337434;8720726337434;Grading;De hand leuning van de stoel is stuk, hij is compleet los| The armrest of the chair is broken, it is completely loose| ???? ?????? ?? ?????? ?????? ??? ????? ??????.
151724095;8720726337342;8720726337342;8720726337342;Grading;| Rechts scharnier gebroken, schroeven ontbreken. | Right hinge broken, screws missing. | ??????? ?????? ??????? ??????? ??????. |
151724132;8720726337809, 2950040085704;8720726337809;8720726337809;Grading;Product is beschadigd – product is niet compleet (schroeven missen) - De ventilator is van de motor af en zit vast gesmolten in het warmte spiraal - bij het aanzetten gaat de kachel ontzettend roken omdat er plastic los is gaan zitten en tegen de warmte delen aan komt|  Product is damaged – product is incomplete (screws are missing) – the fan has come off the motor and is melted into the heating coil – when turned on, the heater produces a lot of smoke because plastic has come loose and touches the hot parts| ?????? ???? – ?????? ??? ????? (??????? ??????) – ??????? ?????? ?? ?????? ????? ???? ????? ??????? – ??? ????? ??????? ????? ???? ???? ???? ??? ???? ??? ????????? ?????? ????? ??????? ???????.
151724136;8721022430201;8721022430201;8721022430201;Palletzending, Grading;breuk/barst in bureaublad, missende onderdelen, boorgaten verkeerd geboord waardoor schroeven niet passen | crack/damage in desktop, missing parts, holes drilled incorrectly so screws do not fit | ???/??? ?? ??? ??????? ????? ??????? ?????? ?????? ???? ???? ??? ???? ??????? ?? ?????
151724143;8721022430058, 2950040085728;8721022430058;8721022430058;Grading;Water loopt er gelijk uit/lekt – wordt heel warm| Water leaks out immediately – becomes very hot| ????? ????? ?????? – ???? ?????? ????
151724149;8720726337816, 2950040316716;8720726337816;8720726337816;Grading;Product gaat niet aan  - niet compleet| Product does not turn on – incomplete| ?????? ?? ???? – ??? ?????
151724153;8720726337762, 2950040316723;8720726337762;8720726337762;Grading;Connectie met de buitensensor werkt niet – display blijft donker – gaat niet aan – geeft verkeerde temperaturen (geen fahrenheit)| Connection with the outdoor sensor does not work – display remains dark – does not turn on – shows incorrect temperatures (no Fahrenheit)| ??????? ????????? ??????? ?? ???? – ?????? ???? ????? – ?? ???? – ???? ????? ????? ??? ????? (?? ???? ????????)
151724166;8721022430041, 2950042284037;8721022430041;8721022430041;Grading;Waterkoker gaat wel aan, maar warmt niet op - De digitale cijfers blijven op 1 stand knipperen (de plus en min werkt ook niet) – waterkoker gaat niet aan| Kettle turns on but does not heat up – the digital numbers keep flashing on one setting (the plus and minus buttons also do not work) – kettle does not start| ??????? ????? ????? ?? ???? – ??????? ??????? ???? ??? ??? ???? (?? ??????? ???????? ?? ?????? ?????) – ??????? ?? ???? ???????
151724173;8721022430263, 2950042319654;8721022430263;8721022430263;Grading;Gebruikssporen - de knopjes werken niet - de opzetstukken schieten los als het apparaat wordt aangezet – laad niet op| Signs of use – the buttons do not work – the attachments come off when the device is turned on – does not charge| ???? ??????? – ??????? ?? ???? – ???????? ????? ??? ????? ?????? – ?? ????
151724192;8721022430515;8721022430515;8721022430515;Grading;| Product ingedeukt, scherm wijkt, standaard ontbreekt, product niet bruikbaar. | Product dented, screen misaligned, stand missing, product unusable. | ?????? ????? ?????? ??????? ??????? ??????? ?????? ??? ???? ?????????. |
151724196;8721022430324, 2950042284020;8721022430324;8721022430324;Grading;Fohnborstel  maakt heel veel geluid, ook komt er rook uit – gebruikssporen – blaast niet – stopt er binnen een minuut mee| Hair dryer brush makes a lot of noise, also emits smoke – signs of use – does not blow – stops working within a minute| ????? ????? ????? ???? ?????? ?????? ????? ???? ???? – ???? ??????? – ?? ???? ?????? – ????? ?? ????? ???? ?????
151724252;8721022430300;8721022430300;8721022430300;Palletzending, Grading;Loopband draait niet/hapert + Brandlucht + (foutcode) code e05 | Treadmill does not run – the belt stutters (dangerous) – (error code) E05 – the screw holder securing the belt roller is damaged – does not turn on| ???? ????? ?? ???? – ?????? ????? ?????? (????) – (??? ?????) E05 – ???? ?????? ???? ???? ??????? ?????? ???? – ?? ????
151724287;8721022430256, 2950041830068;8721022430256;8721022430256;Grading;Het deken wordt niet warm – gaat niet aan - bij het instellen van de temperatuur verschijnt er na een poosje een error – afstandsbediening doet het niet – deken wordt niet overal warm| The blanket does not get warm – does not turn on – when setting the temperature, an error appears after a while – the remote control does not work – the blanket does not heat evenly| ???????? ?? ???? – ?? ???? – ??? ??? ???? ??????? ???? ??? ??? ???? – ???? ?????? ?? ???? – ???????? ?? ???? ???? ??????
151724290;8721022430249, 2950041830051;8721022430249;8721022430249;Grading;Afstandsbediening doet het niet – geeft foutcode – warmtestanden doen het niet (plus en min) – deken wordt niet warm – display doet het niet| Remote control does not work – shows an error code – heat settings (plus and minus) do not work – blanket does not get warm – display does not work| ???? ?????? ?? ???? – ???? ??? ??? – ??????? ??????? (?? ??????? ????????) ?? ???? – ???????? ?? ???? – ?????? ?? ????
151724292;8720726337915, 2950041833250;8720726337915;8720726337915;Grading;| Hoekje en glas beschadigd, weegschaal werkt niet, meet geen gewicht correct. | Corner and glass damaged, scale not working, does not measure weight correctly. | ??????? ??????? ??????? ??????? ?? ????? ?? ???? ????? ???? ????. |
151724296;8720726337939, 2950041817984;8720726337939;8720726337939;Grading;Gaat niet aan – afstandsbediening werkt niet| Does not turn on – remote control does not work| ?? ???? – ???? ?????? ?? ????
151724305;8720726037884;2950045712797;2950045712797;Grading;Product is niet compleet (Damstenen en dobbelstenen ontbreken)| The product is incomplete (the dominoes and dice are missing)| ?????? ??? ????? (???????? ?????? ???????)|
151724337;8720726037785;2950044313056;2950044313056, 2950060234281;Grading;De steel is kapot – geen geluid – geen beeld – niet compleet| The handle is broken – no sound – no picture – incomplete| ?????? ????? – ?? ???? ??? – ?? ???? – ??? ?????|
151724349;8720726037594;2950044696555;2950044696555;Grading;De dop is kapot – het apparaat verwarmt niet – display is wazig| The cap is broken – the device does not heat up – the display is blurry| ?????? ????? – ?????? ?? ???? – ????? ??? ????|
151724350;8720726037907;2950045716559;2950045716559;Grading;Controller doorgebrand na gebruik – product is niet compleet (accu en lader mist) – boot is beschadigd - de controller maakt geen connectie met de boot| The controller burned out after use – the product is incomplete (battery and charger are missing) – the boat is damaged – the controller does not connect to the boat| ???? ?????? ????? ??? ????????? – ?????? ??? ????? (???????? ??????? ???????) – ?????? ???? – ???? ?????? ?? ???? ???????|
151724369;8720726037181, 2950055760737;2950044760737;2950044760737;Grading;De gitaar mist een snaar – de snaar is geknapt – product is niet compleet (handleiding, trainingsboekje mist)|The guitar is missing a string – the string is broken – the product is incomplete (manual, training booklet are missing)| ??????? ????? ????? – ????? ????? – ?????? ??? ????? (??????? ???? ??????? ???????)|
151724378;8720726037174, 2950044760713;2950044760713;2950044760713;Grading;De gitaar mist een snaar – de snaar is geknapt – product is niet compleet (handleiding, trainingsboekje mist)|The guitar is missing a string – the string is broken – the product is incomplete (manual, training booklet are missing)| ??????? ????? ????? – ????? ????? – ?????? ??? ????? (??????? ???? ??????? ???????)|
151724379;8720726037167;2950044760720;2950044760720;Grading;Hals is gebroken| the product is broken| ?????? ?????|
151923252;8720256940517, 2950045668346;MF600;MF600;Grading;| Deksel kapot/beschadigd, apparaat vies/gebruikt, verwarmt niet goed, maakt vreemd geluid, garde/aan-knop defect | Lid broken/damaged, device dirty/used, does not heat properly, makes strange noise, whisk/power button defective | ?????? ?????/????? ?????? ????/??????? ?? ???? ?????? ???? ????? ??????? ???????/?? ??????? ???? |
151940483;8720828295038, 2950029165502;8720828295038;8720828295038;Grading;Onderdelen zitten los| Parts are loose| ??????? ??? ????? ???? ???
151940488;8720828295922, 2950040274870;8720828295922;8720828295922;Grading;| Let op schade. | Note the damage. | ????? ??? ?????. |
151940915;8721082009614;8721082009614;2950046052724;Grading;Lamp hangt los – lamp brand af en toe| Lamp hanging loose – lamp burns occasionally| ??????? ???? ???? ??? ???? - ????? ??????? ?? ??? ????
151940932;8720726337700, 2950041002304;8720726337700;8720726337700;Grading, Damaged;Product gaat niet aan| Product does not turn on| ?????? ?? ????
151941068;8720872930640;8720872930640;8720872930640;Grading;waterbak lekt, vuil water indicatie defect, knoppen ingedeukt, veel lawaai, valt uit na 5-10 seconden | water reservoir leaks, dirty water indicator defective, buttons dented, very noisy, shuts off after 5-10 seconds | ???? ????? ?????? ???? ????? ????? ????? ??????? ??????? ???? ????? ????? ??? 5-10 ?????
152060424;18029856, 0661706103732;EP25064DE-SL;EP25064DE-SL;Grading;maakt geen ijs, vriest niet, foutmelding E, apparaat werkt niet | does not make ice, does not freeze, error E, device not working | ?? ???? ?????? ?? ????? ??? E? ?????? ?? ????
152077230;4251388628737;FSR157-GR;FSR157-GR;Grading;Onderdelen zijn beschadigd – product is niet compleet| Parts are damaged – product is not complete| ??????? ????? – ?????? ??? ????
152081571;8720195259961, 2950039776514;KB4024;KB4024;Tape, Grading;Product koelt niet – product is beschadigd| The product does not cool – the product is damaged| ?????? ?? ???? – ?????? ????.
152082314;4251388628973;OGS48-SCHx2;OGS48-SCHx2;Grading;Hoofdsteun is kapot – scheur in het ligbed – rugleun werkt niet naar behoren| Headrest is broken – tear in the lounger – backrest does not work properly| ???? ????? ????? – ???? ?? ?????? – ???? ????? ?? ???? ???? ????
152082824;8720195259978, 2950039776545;KB4025;KB4025;Tape, Palletzending, Grading;Product koelt niet – product is beschadigd| The product does not cool – the product is damaged| ?????? ?? ???? – ?????? ????.
152087531;8717479092642;;PH502AC;Omdoos, Extra Controle - ZIE Comment, Grading;Werking lamp - Lamp operation - ????? ???????
152087822;8711252121338;;;Grading;Product zat helemaal uit elkaar in de doos - gaat na een seconde alweer uit – gaat niet aan – werkt niet| The product was completely disassembled in the box – it turns off after one second – doesn’t turn on – doesn’t work| ?????? ??? ?????? ??????? ?? ?????? – ????? ??? ????? ????? – ?? ???? – ?? ?????.
152087916;8720256940524, 2950045668353;;;Grading;| Warmt niet op, draait niet, werkt niet goed, glazen pot maakt geen contact met magneet | Does not heat up, does not spin, not working properly, glass jar does not connect to magnet | ?? ????? ?? ????? ?? ???? ???? ????? ?????? ??????? ?? ???? ?????????? |
152087919;8720892227621, 2950044200370;;;Grading;De afstandsbediening werkt niet -het schuifje van de batterij krijgen je niet open je kan er dus geen batterij in doen – product werkt niet naar behoren, het geeft geen nevel en het product lekt| The remote control does not work – the battery compartment slider cannot be opened so you cannot insert a battery – the product does not function properly – it does not produce mist and it leaks| ???? ?????? ?? ???? – ???? ???? ???????? ?? ???? ???? ???? ?? ????? ??? ???????? – ?????? ?? ???? ???? ???? – ?? ???? ?????? ??????
152088100;6970820830658, 852123007806, 4580053313884, 100EFAP0120126;;;Grading, IBOOD High Returnrate, High Selling Price;App werk niet – controller gaat niet aan of uit| App does not work – controller does not turn on or off| ??????? ?? ???? – ???? ?????? ?? ???? (?? ???? ?? ????)
152088482;8720618695840, 2950042550897;;;Grading;Het product kan je niet in elkaar zetten| The product cannot be assembled| ?? ????? ????? ??????
152088527;8720195256823, 2950027678424;;;Grading;Deur van de kluis gaat niet open met de sleutel – onderdelen ontbreken (sleutel)| The door of the safe does not open with the key – parts are missing (key)| ??? ?????? ?? ???? ???????? – ??????? ?????? (???????).
152088532;8720195259817, 2950038923964;AU3252;AU3252;Grading;Met 240Vac en 12V voeding kabels. Koelt beide vakken (diverse keren uit en aanzetten {min 15min} voor resultaat) Compressor werkt niet – koelt niet| The compressor does not work – it does not cool| ?????? ?? ???? – ?? ????.
152088645;0713049432977, 8720256794943;;;Grading;Propellors kapot? - Propellors defect - ??????? ??????
152088899;8720195255581, 8720195252054, 2950026883638;;;Grading;De lamp laadt niet op en gaat niet aan, ook niet als hij in het stopcontact zit – doet het niet – licht flikkert| The lamp does not charge and does not turn on, even when plugged into the socket – it does not work – the light flickers| ??????? ?? ???? ??? ????? ??? ??? ?????? ?? ?????? – ?? ???? – ????? ????.
152088934;8721055560494, 2950041208041, 2950041207938;KB4045;KB4045;Grading;Er worden geen ijsblokjes geproduceerd en het klepje om de ijsblokjes te transporteren werkt niet – koelelement is stuk – wordt niet koud| No ice cubes are produced, and the lid for transporting the ice cubes does not work – the cooling element is broken – it does not get cold| ?? ??? ????? ?????? ?????? ????? ??? ?????? ????? ?? ???? – ???? ??????? ????? – ?? ????.
152090247;8720256940555, 2950042869951;;;Grading;Het opzetstuk is lastig om erop te zetten| The attachment is difficult to put on| ?? ????? ??? ??????
152090401;8720726337687;;;Grading;opzetstuk beschadigd, knop werkt niet, pinnetjes connector missen, plastic lampverbinding gebroken, technische connectiestukjes afgebroken | attachment damaged, button not working, connector pins missing, lamp plastic connection broken, technical connection pieces broken | ???? ??????? ?????? ???? ?? ????? ?????? ?????? ??????? ????? ????????? ??????? ?????? ??? ??????? ??????? ??????
152090409;8720828084625, 2950040963811, 2950028339676;;;Grading;Niet compleet (bedieningspaneel mist)| Not complete (control panel missing)| ??? ????? (???? ?????? ??????)
152090412;8720828295908, 2950040316815;;;Grading;kabel kapot, tafelpoot verbogen, las scheef, bedieningspaneel ontbreekt, onderdelen beschadigd, poten missen | cable broken, table leg bent, weld crooked, control panel missing, parts damaged, legs missing | ?????? ????? ??? ??????? ??????? ?????? ????? ???? ?????? ??????? ??????? ?????? ?????? ??????
152090469;8720955003414;;;Grading;De lamp gaat niet aan – hij connect niet – de afstandsbediening mist| The lamp does not turn on – it does not connect – the remote control is missing| ??????? ?? ????? – ?? ???? – ???? ?????? ?????
152090502;8721055560449, 2950041207785;;;Grading;"Er mist een onderdeel om de ijsblokjes op te vangen - de machine gaf “ICEFULL” in het rood aan sinds de eerste keer dat hij ijs maakte. Dan schakelt het apparaat uit. Er gebeurt niets – geen ijsblokjes| A part is missing to collect the ice cubes – the machine displayed “ICEFULL” in red since the first time it made ice. Then the device turns off. Nothing happens – no ice cubes| ????? ??? ???? ?????? ????? – ?????? ??? ""ICEFULL"" ?????? ?????? ??? ??? ??? ??? ???? ?????. ?? ????? ??????. ?? ???? ??? – ?? ?????? ???."
152090760;8721055560456, 2950041207792;;;Grading;reageert niet, slaat niet aan, koelt niet, ijsblokjeslicht blijft aan, werkt niet | does not respond, does not turn on, does not cool, ice cube light stays on, not working | ?? ??????? ?? ????? ?? ????? ??? ?????? ????? ??? ????? ?? ????
152090936;4251388629840;BZR54-WN;BZR54-WN;Grading;Twee grote panelen zijn erg beschadigd – onderdelen zijn beschadigd| Two large panels are badly damaged – parts are damaged| ?????? ???????? ???? - ????? ?????
152091409;18032505;ES10349DE-GR;ES10349DE-GR;Grading;De ventilatorbladen zijn afgebroken - product verwarmt niet en geeft stootsgewijs lucht| The fan blades are broken – the product does not heat and blows air intermittently| ????? ??????? ?????? – ?????? ?? ???? ????? ???? ?????
152091438;8718001907991, 2950010612442;;;Grading;Water kook niet – product gaat niet aan – aan en uitknop is kapot| The water does not boil – the product does not turn on – the power button is broken| ????? ?? ???? – ?????? ?? ???? – ?? ??????? ????|
152092240;8721055560111, 2950039776460;;KB4039;Palletzending, Grading;Gescheurd - Teared up - ????
152155735;5706751073755, 2950046317878;DCA-4811 RO;DCA-4811 RO;Grading;De microfoon werkt niet – geheugen is vol na een foto,  – camera valt de hele tijd uit – laad niet op/gaat niet aan – de foto’s zijn niet goed te bekijken| The microphone doesn’t work – memory is full after one photo – camera keeps turning off – doesn’t charge/doesn’t turn on – the photos are not viewable properly| ?????????? ?? ???? – ??????? ?????? ??? ?????? ????? ????? ????
152155746;8720256940548;;2950042758019;Grading;Het mes draait niet goed op en neer – na een tijdje werkt het product minder goed| The blade does not rotate up and down properly – after a while the product works less well| ?? ???? ?????? ????? ?????? ???? ???? - ??? ???? ?? ?????? ???? ?????? ???? ??? ????
152155937;8720929474387;;;Grading;Het luchtbed loopt na twee uur al flink leeg zonder er op te liggen - het artikel is intensief gebruikt. - Meerdere vochtvlekken – Incompleet - de opbergvakken ontbreken – stuk - opbergklep snoer is afgebroken en missend|The air mattress deflates significantly after two hours even without lying on it – the item has been heavily used – multiple moisture stains – incomplete – the storage compartments are missing – damaged – the cord storage flap is broken off and missing|??????? ???????? ???? ?? ?????? ???? ???? ??? ?????? ??? ???? ????????? ????? – ?????? ?????? ????? – ???? ??? ??? ????? – ??? ????? – ?????? ????????? ?????? – ???? – ???? ????? ????? ????? ??????
152155954;8721055560340, 2950040355173;;au3264;Grading;Product gaat niet naar oplaadstation – product laad niet op – product gaat niet aan - de robotzuiger zendt geen Bluetooth of WiFi uit| The product does not go to the charging station – the product does not charge – the product does not turn on – the robot vacuum does not emit Bluetooth or WiFi signals| ?????? ?? ???? ??? ???? ????? – ?????? ?? ???? – ?????? ?? ???? – ??????? ????????? ?? ??? ?????? ?????? ?? ??? ???.
